0.906,0.423,0.436
1.813,0.845,0.436
2.719,1.268,0.436
3.625,1.69,0.436
4.532,2.113,0.436
5.438,2.536,0.436
6.344,2.958,0.436
7.25,3.381,0.436
7.25,3.381,0.0
8.25,3.381,0.0
9.25,3.381,0.0
10.25,3.381,0.0
11.25,3.381,0.0
11.25,3.381,-0.436
12.157,2.958,-0.436
13.063,2.536,-0.436
13.063,2.536,-0.873
13.706,1.77,-0.873
13.706,1.77,-1.309
13.706,1.77,-1.309

13.706,1.77,-0.873
13.706,1.77,-0.873

13.706,1.77,-0.873
14.349,1.004,-0.873
14.349,1.004,-0.436
15.255,0.581,-0.436
15.255,0.581,-0.436

14.349,1.004,-1.309
14.349,1.004,-1.309

13.063,2.536,-0.437
13.969,2.113,-0.437
13.969,2.113,-0.873
13.969,2.113,-0.873

13.969,2.113,-0.437
13.969,2.113,-0.437

13.969,2.113,-0.437
14.875,1.69,-0.437
14.875,1.69,0.0
15.875,1.69,0.0
15.875,1.69,0.0

14.875,1.69,-0.873
14.875,1.69,-0.873

13.063,2.536,-0.437
13.969,2.113,-0.437
14.875,1.69,-0.437
14.875,1.69,0.0
15.875,1.69,0.0
16.875,1.689,0.0
17.875,1.689,0.0
17.875,1.689,-0.437
17.875,1.689,-0.437

17.875,1.689,-0.001
17.875,1.689,-0.001

17.875,1.689,-0.001
18.875,1.688,-0.001
18.875,1.688,0.436
19.782,2.11,0.436
19.782,2.11,0.436

18.875,1.688,-0.437
18.875,1.688,-0.437

14.875,1.69,-0.873
15.517,0.924,-0.873
15.517,0.924,-1.31
15.517,0.924,-1.31

15.517,0.924,-0.874
15.517,0.924,-0.874

15.517,0.924,-0.874
16.159,0.157,-0.874
16.159,0.157,-0.437
17.065,-0.266,-0.437
17.065,-0.266,-0.437

16.159,0.157,-1.31
16.159,0.157,-1.31

11.25,3.381,0.0
12.25,3.381,0.0
13.25,3.382,0.0
13.25,3.382,-0.436
14.156,2.959,-0.436
14.156,2.959,-0.872
14.156,2.959,-0.872

14.156,2.959,-0.436
14.156,2.959,-0.436

14.156,2.959,-0.436
15.063,2.537,-0.436
15.063,2.537,0.001
16.063,2.538,0.001
16.063,2.538,0.001

15.063,2.537,-0.872
15.063,2.537,-0.872

13.25,3.382,0.0
14.25,3.382,0.0
14.25,3.382,-0.436
14.25,3.382,-0.436

14.25,3.382,0.0
14.25,3.382,0.0

14.25,3.382,0.0
15.25,3.382,0.0
15.25,3.382,0.437
16.156,3.805,0.437
16.156,3.805,0.437

15.25,3.382,-0.436
15.25,3.382,-0.436

13.25,3.382,0.0
14.25,3.382,0.0
15.25,3.383,0.0
15.25,3.383,0.437
16.156,3.806,0.437
17.062,4.229,0.437
17.969,4.651,0.437
17.969,4.651,0.0
17.969,4.651,0.0

17.969,4.651,0.436
17.969,4.651,0.436

17.969,4.651,0.436
18.875,5.074,0.436
18.875,5.074,0.873
19.518,5.84,0.873
19.518,5.84,0.873

18.875,5.074,0.0
18.875,5.074,0.0

15.25,3.383,-0.436
16.156,2.96,-0.436
16.156,2.96,-0.873
16.156,2.96,-0.873

16.156,2.96,-0.437
16.156,2.96,-0.437

16.156,2.96,-0.437
17.062,2.537,-0.437
17.062,2.537,0.0
18.062,2.537,0.0
18.062,2.537,0.0

17.062,2.537,-0.873
17.062,2.537,-0.873

11.25,3.381,0.0
12.25,3.381,0.0
13.25,3.382,0.0
14.25,3.382,0.0
15.25,3.382,0.0
15.25,3.382,0.437
16.156,3.805,0.437
17.062,4.228,0.437
17.969,4.651,0.437
18.875,5.074,0.437
19.781,5.497,0.437
20.687,5.92,0.437
20.687,5.92,0.0
21.687,5.92,0.0
21.687,5.92,-0.436
21.687,5.92,-0.436

21.687,5.92,0.0
21.687,5.92,0.0

21.687,5.92,0.0
22.687,5.92,0.0
22.687,5.92,0.437
23.593,6.343,0.437
23.593,6.343,0.437

22.687,5.92,-0.436
22.687,5.92,-0.436

20.687,5.92,0.436
21.593,6.343,0.436
21.593,6.343,0.0
21.593,6.343,0.0

21.593,6.343,0.436
21.593,6.343,0.436

21.593,6.343,0.436
22.499,6.766,0.436
22.499,6.766,0.873
23.142,7.532,0.873
23.142,7.532,0.873

22.499,6.766,0.0
22.499,6.766,0.0

20.687,5.92,0.436
21.593,6.343,0.436
22.5,6.765,0.436
22.5,6.765,0.873
23.142,7.531,0.873
23.785,8.297,0.873
24.428,9.063,0.873
24.428,9.063,0.436
24.428,9.063,0.436

24.428,9.063,0.872
24.428,9.063,0.872

24.428,9.063,0.872
25.071,9.829,0.872
25.071,9.829,1.309
25.33,10.795,1.309
25.33,10.795,1.309

25.071,9.829,0.436
25.071,9.829,0.436

22.5,6.765,0.0
23.5,6.765,0.0
23.5,6.765,-0.437
23.5,6.765,-0.437

23.5,6.765,-0.001
23.5,6.765,-0.001

23.5,6.765,-0.001
24.5,6.764,-0.001
24.5,6.764,0.436
25.407,7.186,0.436
25.407,7.186,0.436

24.5,6.764,-0.437
24.5,6.764,-0.437

15.25,3.382,-0.436
16.156,2.959,-0.436
17.063,2.537,-0.436
17.063,2.537,-0.873
17.705,1.771,-0.873
17.705,1.771,-1.309
17.705,1.771,-1.309

17.705,1.771,-0.873
17.705,1.771,-0.873

17.705,1.771,-0.873
18.348,1.005,-0.873
18.348,1.005,-0.436
19.254,0.582,-0.436
19.254,0.582,-0.436

18.348,1.005,-1.309
18.348,1.005,-1.309

17.063,2.537,-0.437
17.969,2.114,-0.437
17.969,2.114,-0.873
17.969,2.114,-0.873

17.969,2.114,-0.437
17.969,2.114,-0.437

17.969,2.114,-0.437
18.875,1.691,-0.437
18.875,1.691,0.0
19.875,1.691,0.0
19.875,1.691,0.0

18.875,1.691,-0.873
18.875,1.691,-0.873

17.063,2.537,-0.437
17.969,2.114,-0.437
18.875,1.691,-0.437
18.875,1.691,0.0
19.875,1.691,0.0
20.875,1.69,0.0
21.875,1.69,0.0
21.875,1.69,-0.437
21.875,1.69,-0.437

21.875,1.69,-0.001
21.875,1.69,-0.001

21.875,1.69,-0.001
22.875,1.689,-0.001
22.875,1.689,0.436
23.782,2.111,0.436
23.782,2.111,0.436

22.875,1.689,-0.437
22.875,1.689,-0.437

18.875,1.691,-0.873
19.517,0.925,-0.873
19.517,0.925,-1.31
19.517,0.925,-1.31

19.517,0.925,-0.874
19.517,0.925,-0.874

19.517,0.925,-0.874
20.159,0.158,-0.874
20.159,0.158,-0.437
21.065,-0.265,-0.437
